Temps (ms),Déplacement (mm) obtenu par intégration,Effort (kN),Energie (J),Vitesse (m/s) obtenue par intégration
ms ,mm1,kN ,J  ,ms1
            ,BUT 180,BUT 180,BUT 180,BUT 180
 -255.550000,    0.000000,    0.033313,    0.000000,    0.000000
 -255.500000,    0.000000,    0.033267,    0.000000,    0.000000
 -255.450000,    0.000000,    0.033225,    0.000000,    0.000000
 -255.400000,    0.000000,    0.033190,    0.000000,    0.000000
 -255.350000,    0.000000,    0.033162,    0.000000,    0.000000
 -255.300000,    0.000000,    0.033144,    0.000000,    0.000000
 -255.250000,    0.000000,    0.033135,    0.000000,    0.000000
 -255.200000,    0.000000,    0.033135,    0.000000,    0.000000
 -255.150000,    0.000000,    0.033144,    0.000000,    0.000000
 -255.100000,    0.000000,    0.033161,    0.000000,    0.000000
 -255.050000,    0.000000,    0.033186,    0.000000,    0.000000
 -255.000000,    0.000000,    0.033218,    0.000000,    0.000000
 -254.950000,    0.000000,    0.033256,    0.000000,    0.000000
 -254.900000,    0.000000,    0.033300,    0.000000,    0.000000
 -254.850000,    0.000000,    0.033347,    0.000000,    0.000000
 -254.800000,    0.000000,    0.033395,    0.000000,    0.000000
 -254.750000,    0.000000,    0.033441,    0.000000,    0.000000
 -254.700000,    0.000000,    0.033482,    0.000000,    0.000000
 -254.650000,    0.000000,    0.033517,    0.000000,    0.000000
 -254.600000,    0.000000,    0.033545,    0.000000,    0.000000
 -254.550000,    0.000000,    0.033563,    0.000000,    0.000000
 -254.500000,    0.000000,    0.033573,    0.000000,    0.000000
 -254.450000,    0.000000,    0.033574,    0.000000,    0.000000
 -254.400000,    0.000000,    0.033565,    0.000000,    0.000000
 -254.350000,    0.000000,    0.033546,    0.000000,    0.000000
 -254.300000,    0.000000,    0.033518,    0.000000,    0.000000
 -254.250000,    0.000000,    0.033482,    0.000000,    0.000000
 -254.200000,    0.000000,    0.033439,    0.000000,    0.000000
 -254.150000,    0.000000,    0.033390,    0.000000,    0.000000
 -254.100000,    0.000000,    0.033337,    0.000000,    0.000000
 -254.050000,    0.000000,    0.033280,    0.000000,    0.000000
 -254.000000,    0.000000,    0.033222,    0.000000,    0.000000
 -253.950000,    0.000000,    0.033163,    0.000000,    0.000000
 -253.900000,    0.000000,    0.033103,    0.000000,    0.000000
 -253.850000,    0.000000,    0.033045,    0.000000,    0.000000
 -253.800000,    0.000000,    0.032989,    0.000000,    0.000000
 -253.750000,    0.000000,    0.032937,    0.000000,    0.000000
 -253.700000,    0.000000,    0.032890,    0.000000,    0.000000
 -253.650000,    0.000000,    0.032847,    0.000000,    0.000000
 -253.600000,    0.000000,    0.032808,    0.000000,    0.000000
 -253.550000,    0.000000,    0.032772,    0.000000,    0.000000
 -253.500000,    0.000000,    0.032736,    0.000000,    0.000000
 -253.450000,    0.000000,    0.032699,    0.000000,    0.000000
 -253.400000,    0.000000,    0.032658,    0.000000,    0.000000
 -253.350000,    0.000000,    0.032613,    0.000000,    0.000000
 -253.300000,    0.000000,    0.032564,    0.000000,    0.000000
 -253.250000,    0.000000,    0.032511,    0.000000,    0.000000
 -253.200000,    0.000000,    0.032456,    0.000000,    0.000000
 -253.150000,    0.000000,    0.032399,    0.000000,    0.000000
 -253.100000,    0.000000,    0.032343,    0.000000,    0.000000
 -253.050000,    0.000000,    0.032288,    0.000000,    0.000000
 -253.000000,    0.000000,    0.032235,    0.000000,    0.000000
 -252.950000,    0.000000,    0.032185,    0.000000,    0.000000
 -252.900000,    0.000000,    0.032140,    0.000000,    0.000000
 -252.850000,    0.000000,    0.032101,    0.000000,    0.000000
 -252.800000,    0.000000,    0.032069,    0.000000,    0.000000
 -252.750000,    0.000000,    0.032045,    0.000000,    0.000000
 -252.700000,    0.000000,    0.032029,    0.000000,    0.000000
 -252.650000,    0.000000,    0.032022,    0.000000,    0.000000
 -252.600000,    0.000000,    0.032022,    0.000000,    0.000000
 -252.550000,    0.000000,    0.032029,    0.000000,    0.000000
 -252.500000,    0.000000,    0.032043,    0.000000,    0.000000
 -252.450000,    0.000000,    0.032063,    0.000000,    0.000000
 -252.400000,    0.000000,    0.032088,    0.000000,    0.000000
 -252.350000,    0.000000,    0.032118,    0.000000,    0.000000
 -252.300000,    0.000000,    0.032153,    0.000000,    0.000000
 -252.250000,    0.000000,    0.032193,    0.000000,    0.000000
 -252.200000,    0.000000,    0.032238,    0.000000,    0.000000
 -252.150000,    0.000000,    0.032287,    0.000000,    0.000000
 -252.100000,    0.000000,    0.032340,    0.000000,    0.000000
 -252.050000,    0.000000,    0.032396,    0.000000,    0.000000
 -252.000000,    0.000000,    0.032456,    0.000000,    0.000000
 -251.950000,    0.000000,    0.032520,    0.000000,    0.000000
 -251.900000,    0.000000,    0.032586,    0.000000,    0.000000
 -251.850000,    0.000000,    0.032656,    0.000000,    0.000000
 -251.800000,    0.000000,    0.032730,    0.000000,    0.000000
 -251.750000,    0.000000,    0.032806,    0.000000,    0.000000
 -251.700000,    0.000000,    0.032886,    0.000000,    0.000000
 -251.650000,    0.000000,    0.032969,    0.000000,    0.000000
 -251.600000,    0.000000,    0.033053,    0.000000,    0.000000
 -251.550000,    0.000000,    0.033140,    0.000000,    0.000000
 -251.500000,    0.000000,    0.033228,    0.000000,    0.000000
 -251.450000,    0.000000,    0.033317,    0.000000,    0.000000
 -251.400000,    0.000000,    0.033404,    0.000000,    0.000000
 -251.350000,    0.000000,    0.033489,    0.000000,    0.000000
 -251.300000,    0.000000,    0.033569,    0.000000,    0.000000
 -251.250000,    0.000000,    0.033642,    0.000000,    0.000000
 -251.200000,    0.000000,    0.033710,    0.000000,    0.000000
 -251.150000,    0.000000,    0.033773,    0.000000,    0.000000
 -251.100000,    0.000000,    0.033831,    0.000000,    0.000000
 -251.050000,    0.000000,    0.033888,    0.000000,    0.000000
 -251.000000,    0.000000,    0.033945,    0.000000,    0.000000
 -250.950000,    0.000000,    0.034003,    0.000000,    0.000000
 -250.900000,    0.000000,    0.034062,    0.000000,    0.000000
 -250.850000,    0.000000,    0.034120,    0.000000,    0.000000
 -250.800000,    0.000000,    0.034176,    0.000000,    0.000000
 -250.750000,    0.000000,    0.034229,    0.000000,    0.000000
 -250.700000,    0.000000,    0.034276,    0.000000,    0.000000
 -250.650000,    0.000000,    0.034316,    0.000000,    0.000000
 -250.600000,    0.000000,    0.034351,    0.000000,    0.000000
 -250.550000,    0.000000,    0.034379,    0.000000,    0.000000
 -250.500000,    0.000000,    0.034402,    0.000000,    0.000000
 -250.450000,    0.000000,    0.034422,    0.000000,    0.000000
 -250.400000,    0.000000,    0.034440,    0.000000,    0.000000
 -250.350000,    0.000000,    0.034458,    0.000000,    0.000000
 -250.300000,    0.000000,    0.034475,    0.000000,    0.000000
 -250.250000,    0.000000,    0.034495,    0.000000,    0.000000
 -250.200000,    0.000000,    0.034516,    0.000000,    0.000000
 -250.150000,    0.000000,    0.034540,    0.000000,    0.000000
 -250.100000,    0.000000,    0.034564,    0.000000,    0.000000
 -250.050000,    0.000000,    0.034589,    0.000000,    0.000000
 -250.000000,    0.000000,    0.034613,    0.000000,    0.000000
 -249.950000,    0.000000,    0.034635,    0.000000,    0.000000
 -249.900000,    0.000000,    0.034656,    0.000000,    0.000000
 -249.850000,    0.000000,    0.034675,    0.000000,    0.000000
 -249.800000,    0.000000,    0.034692,    0.000000,    0.000000
 -249.750000,    0.000000,    0.034707,    0.000000,    0.000000
 -249.700000,    0.000000,    0.034719,    0.000000,    0.000000
 -249.650000,    0.000000,    0.034728,    0.000000,    0.000000
 -249.600000,    0.000000,    0.034731,    0.000000,    0.000000
 -249.550000,    0.000000,    0.034728,    0.000000,    0.000000
 -249.500000,    0.000000,    0.034718,    0.000000,    0.000000
 -249.450000,    0.000000,    0.034703,    0.000000,    0.000000
 -249.400000,    0.000000,    0.034683,    0.000000,    0.000000
 -249.350000,    0.000000,    0.034659,    0.000000,    0.000000
 -249.300000,    0.000000,    0.034633,    0.000000,    0.000000
 -249.250000,    0.000000,    0.034603,    0.000000,    0.000000
 -249.200000,    0.000000,    0.034570,    0.000000,    0.000000
 -249.150000,    0.000000,    0.034533,    0.000000,    0.000000
 -249.100000,    0.000000,    0.034492,    0.000000,    0.000000
 -249.050000,    0.000000,    0.034447,    0.000000,    0.000000
 -249.000000,    0.000000,    0.034399,    0.000000,    0.000000
 -248.950000,    0.000000,    0.034351,    0.000000,    0.000000
 -248.900000,    0.000000,    0.034303,    0.000000,    0.000000
 -248.850000,    0.000000,    0.034258,    0.000000,    0.000000
 -248.800000,    0.000000,    0.034215,    0.000000,    0.000000
 -248.750000,    0.000000,    0.034175,    0.000000,    0.000000
 -248.700000,    0.000000,    0.034137,    0.000000,    0.000000
 -248.650000,    0.000000,    0.034101,    0.000000,    0.000000
 -248.600000,    0.000000,    0.034066,    0.000000,    0.000000
 -248.550000,    0.000000,    0.034034,    0.000000,    0.000000
 -248.500000,    0.000000,    0.034003,    0.000000,    0.000000
 -248.450000,    0.000000,    0.033975,    0.000000,    0.000000
 -248.400000,    0.000000,    0.033950,    0.000000,    0.000000
 -248.350000,    0.000000,    0.033929,    0.000000,    0.000000
 -248.300000,    0.000000,    0.033913,    0.000000,    0.000000
 -248.250000,    0.000000,    0.033901,    0.000000,    0.000000
 -248.200000,    0.000000,    0.033893,    0.000000,    0.000000
 -248.150000,    0.000000,    0.033887,    0.000000,    0.000000
 -248.100000,    0.000000,    0.033881,    0.000000,    0.000000
 -248.050000,    0.000000,    0.033871,    0.000000,    0.000000
 -248.000000,    0.000000,    0.033856,    0.000000,    0.000000
 -247.950000,    0.000000,    0.033831,    0.000000,    0.000000
 -247.900000,    0.000000,    0.033797,    0.000000,    0.000000
 -247.850000,    0.000000,    0.033753,    0.000000,    0.000000
 -247.800000,    0.000000,    0.033700,    0.000000,    0.000000
 -247.750000,    0.000000,    0.033640,    0.000000,    0.000000
 -247.700000,    0.000000,    0.033575,    0.000000,    0.000000
 -247.650000,    0.000000,    0.033507,    0.000000,    0.000000
 -247.600000,    0.000000,    0.033435,    0.000000,    0.000000
 -247.550000,    0.000000,    0.033361,    0.000000,    0.000000
 -247.500000,    0.000000,    0.033287,    0.000000,    0.000000
 -247.450000,    0.000000,    0.033213,    0.000000,    0.000000
 -247.400000,    0.000000,    0.033140,    0.000000,    0.000000
 -247.350000,    0.000000,    0.033070,    0.000000,    0.000000
 -247.300000,    0.000000,    0.033003,    0.000000,    0.000000
 -247.250000,    0.000000,    0.032939,    0.000000,    0.000000
 -247.200000,    0.000000,    0.032879,    0.000000,    0.000000
 -247.150000,    0.000000,    0.032821,    0.000000,    0.000000
 -247.100000,    0.000000,    0.032767,    0.000000,    0.000000
 -247.050000,    0.000000,    0.032716,    0.000000,    0.000000
 -247.000000,    0.000000,    0.032670,    0.000000,    0.000000
 -246.950000,    0.000000,    0.032630,    0.000000,    0.000000
 -246.900000,    0.000000,    0.032597,    0.000000,    0.000000
 -246.850000,    0.000000,    0.032571,    0.000000,    0.000000
 -246.800000,    0.000000,    0.032554,    0.000000,    0.000000
 -246.750000,    0.000000,    0.032548,    0.000000,    0.000000
 -246.700000,    0.000000,    0.032552,    0.000000,    0.000000
 -246.650000,    0.000000,    0.032569,    0.000000,    0.000000
 -246.600000,    0.000000,    0.032599,    0.000000,    0.000000
 -246.550000,    0.000000,    0.032642,    0.000000,    0.000000
 -246.500000,    0.000000,    0.032697,    0.000000,    0.000000
 -246.450000,    0.000000,    0.032762,    0.000000,    0.000000
 -246.400000,    0.000000,    0.032835,    0.000000,    0.000000
 -246.350000,    0.000000,    0.032917,    0.000000,    0.000000
 -246.300000,    0.000000,    0.033007,    0.000000,    0.000000
 -246.250000,    0.000000,    0.033104,    0.000000,    0.000000
 -246.200000,    0.000000,    0.033210,    0.000000,    0.000000
 -246.150000,    0.000000,    0.033325,    0.000000,    0.000000
 -246.100000,    0.000000,    0.033448,    0.000000,    0.000000
 -246.050000,    0.000000,    0.033579,    0.000000,    0.000000
 -246.000000,    0.000000,    0.033717,    0.000000,    0.000000
 -245.950000,    0.000000,    0.033861,    0.000000,    0.000000
 -245.900000,    0.000000,    0.034008,    0.000000,    0.000000
 -245.850000,    0.000000,    0.034157,    0.000000,    0.000000
 -245.800000,    0.000000,    0.034307,    0.000000,    0.000000
 -245.750000,    0.000000,    0.034455,    0.000000,    0.000000
 -245.700000,    0.000000,    0.034600,    0.000000,    0.000000
 -245.650000,    0.000000,    0.034738,    0.000000,    0.000000
 -245.600000,    0.000000,    0.034867,    0.000000,    0.000000
 -245.550000,    0.000000,    0.034984,    0.000000,    0.000000
 -245.500000,    0.000000,    0.035085,    0.000000,    0.000000
 -245.450000,    0.000000,    0.035169,    0.000000,    0.000000
 -245.400000,    0.000000,    0.035233,    0.000000,    0.000000
 -245.350000,    0.000000,    0.035272,    0.000000,    0.000000
 -245.300000,    0.000000,    0.035285,    0.000000,    0.000000
 -245.250000,    0.000000,    0.035271,    0.000000,    0.000000
 -245.200000,    0.000000,    0.035229,    0.000000,    0.000000
 -245.150000,    0.000000,    0.035161,    0.000000,    0.000000
 -245.100000,    0.000000,    0.035067,    0.000000,    0.000000
 -245.050000,    0.000000,    0.034950,    0.000000,    0.000000
 -245.000000,    0.000000,    0.034813,    0.000000,    0.000000
 -244.950000,    0.000000,    0.034659,    0.000000,    0.000000
 -244.900000,    0.000000,    0.034489,    0.000000,    0.000000
 -244.850000,    0.000000,    0.034307,    0.000000,    0.000000
 -244.800000,    0.000000,    0.034117,    0.000000,    0.000000
 -244.750000,    0.000000,    0.033922,    0.000000,    0.000000
 -244.700000,    0.000000,    0.033727,    0.000000,    0.000000
 -244.650000,    0.000000,    0.033535,    0.000000,    0.000000
 -244.600000,    0.000000,    0.033349,    0.000000,    0.000000
 -244.550000,    0.000000,    0.033172,    0.000000,    0.000000
 -244.500000,    0.000000,    0.033004,    0.000000,    0.000000
 -244.450000,    0.000000,    0.032847,    0.000000,    0.000000
 -244.400000,    0.000000,    0.032700,    0.000000,    0.000000
 -244.350000,    0.000000,    0.032565,    0.000000,    0.000000
 -244.300000,    0.000000,    0.032442,    0.000000,    0.000000
 -244.250000,    0.000000,    0.032331,    0.000000,    0.000000
 -244.200000,    0.000000,    0.032233,    0.000000,    0.000000
 -244.150000,    0.000000,    0.032147,    0.000000,    0.000000
 -244.100000,    0.000000,    0.032072,    0.000000,    0.000000
 -244.050000,    0.000000,    0.032008,    0.000000,    0.000000
 -244.000000,    0.000000,    0.031956,    0.000000,    0.000000
 -243.950000,    0.000000,    0.031914,    0.000000,    0.000000
 -243.900000,    0.000000,    0.031884,    0.000000,    0.000000
 -243.850000,    0.000000,    0.031864,    0.000000,    0.000000
 -243.800000,    0.000000,    0.031854,    0.000000,    0.000000
 -243.750000,    0.000000,    0.031854,    0.000000,    0.000000
 -243.700000,    0.000000,    0.031860,    0.000000,    0.000000
 -243.650000,    0.000000,    0.031873,    0.000000,    0.000000
 -243.600000,    0.000000,    0.031893,    0.000000,    0.000000
 -243.550000,    0.000000,    0.031918,    0.000000,    0.000000
 -243.500000,    0.000000,    0.031949,    0.000000,    0.000000
 -243.450000,    0.000000,    0.031985,    0.000000,    0.000000
 -243.400000,    0.000000,    0.032027,    0.000000,    0.000000
 -243.350000,    0.000000,    0.032073,    0.000000,    0.000000
 -243.300000,    0.000000,    0.032124,    0.000000,    0.000000
 -243.250000,    0.000000,    0.032180,    0.000000,    0.000000
 -243.200000,    0.000000,    0.032241,    0.000000,    0.000000
 -243.150000,    0.000000,    0.032308,    0.000000,    0.000000
 -243.100000,    0.000000,    0.032383,    0.000000,    0.000000
 -243.050000,    0.000000,    0.032465,    0.000000,    0.000000
 -243.000000,    0.000000,    0.032553,    0.000000,    0.000000
 -242.950000,    0.000000,    0.032644,    0.000000,    0.000000
 -242.900000,    0.000000,    0.032735,    0.000000,    0.000000
 -242.850000,    0.000000,    0.032823,    0.000000,    0.000000
 -242.800000,    0.000000,    0.032905,    0.000000,    0.000000
 -242.750000,    0.000000,    0.032977,    0.000000,    0.000000
 -242.700000,    0.000000,    0.033039,    0.000000,    0.000000
 -242.650000,    0.000000,    0.033088,    0.000000,    0.000000
 -242.600000,    0.000000,    0.033124,    0.000000,    0.000000
 -242.550000,    0.000000,    0.033146,    0.000000,    0.000000
 -242.500000,    0.000000,    0.033155,    0.000000,    0.000000
 -242.450000,    0.000000,    0.033150,    0.000000,    0.000000
 -242.400000,    0.000000,    0.033135,    0.000000,    0.000000
 -242.350000,    0.000000,    0.033109,    0.000000,    0.000000
 -242.300000,    0.000000,    0.033077,    0.000000,    0.000000
 -242.250000,    0.000000,    0.033040,    0.000000,    0.000000
 -242.200000,    0.000000,    0.033000,    0.000000,    0.000000
 -242.150000,    0.000000,    0.032959,    0.000000,    0.000000
 -242.100000,    0.000000,    0.032917,    0.000000,    0.000000
 -242.050000,    0.000000,    0.032874,    0.000000,    0.000000
 -242.000000,    0.000000,    0.032831,    0.000000,    0.000000
 -241.950000,    0.000000,    0.032787,    0.000000,    0.000000
 -241.900000,    0.000000,    0.032741,    0.000000,    0.000000
 -241.850000,    0.000000,    0.032693,    0.000000,    0.000000
 -241.800000,    0.000000,    0.032642,    0.000000,    0.000000
 -241.750000,    0.000000,    0.032589,    0.000000,    0.000000
 -241.700000,    0.000000,    0.032533,    0.000000,    0.000000
 -241.650000,    0.000000,    0.032474,    0.000000,    0.000000
 -241.600000,    0.000000,    0.032412,    0.000000,    0.000000
 -241.550000,    0.000000,    0.032349,    0.000000,    0.000000
 -241.500000,    0.000000,    0.032283,    0.000000,    0.000000
 -241.450000,    0.000000,    0.032216,    0.000000,    0.000000
 -241.400000,    0.000000,    0.032149,    0.000000,    0.000000
 -241.350000,    0.000000,    0.032082,    0.000000,    0.000000
 -241.300000,    0.000000,    0.032016,    0.000000,    0.000000
 -241.250000,    0.000000,    0.031952,    0.000000,    0.000000
 -241.200000,    0.000000,    0.031890,    0.000000,    0.000000
 -241.150000,    0.000000,    0.031829,    0.000000,    0.000000
 -241.100000,    0.000000,    0.031769,    0.000000,    0.000000
 -241.050000,    0.000000,    0.031708,    0.000000,    0.000000
 -241.000000,    0.000000,    0.031647,    0.000000,    0.000000
 -240.950000,    0.000000,    0.031587,    0.000000,    0.000000
 -240.900000,    0.000000,    0.031529,    0.000000,    0.000000
 -240.850000,    0.000000,    0.031474,    0.000000,    0.000000
 -240.800000,    0.000000,    0.031423,    0.000000,    0.000000
 -240.750000,    0.000000,    0.031377,    0.000000,    0.000000
 -240.700000,    0.000000,    0.031338,    0.000000,    0.000000
 -240.650000,    0.000000,    0.031305,    0.000000,    0.000000
 -240.600000,    0.000000,    0.031278,    0.000000,    0.000000
 -240.550000,    0.000000,    0.031257,    0.000000,    0.000000
 -240.500000,    0.000000,    0.031244,    0.000000,    0.000000
 -240.450000,    0.000000,    0.031238,    0.000000,    0.000000
 -240.400000,    0.000000,    0.031239,    0.000000,    0.000000
 -240.350000,    0.000000,    0.031247,    0.000000,    0.000000
 -240.300000,    0.000000,    0.031262,    0.000000,    0.000000
 -240.250000,    0.000000,    0.031284,    0.000000,    0.000000
 -240.200000,    0.000000,    0.031311,    0.000000,    0.000000
 -240.150000,    0.000000,    0.031345,    0.000000,    0.000000
 -240.100000,    0.000000,    0.031385,    0.000000,    0.000000
 -240.050000,    0.000000,    0.031432,    0.000000,    0.000000
 -240.000000,    0.000000,    0.031486,    0.000000,    0.000000
 -239.950000,    0.000000,    0.031551,    0.000000,    0.000000
 -239.900000,    0.000000,    0.031626,    0.000000,    0.000000
 -239.850000,    0.000000,    0.031713,    0.000000,    0.000000
 -239.800000,    0.000000,    0.031814,    0.000000,    0.000000
 -239.750000,    0.000000,    0.031928,    0.000000,    0.000000
 -239.700000,    0.000000,    0.032056,    0.000000,    0.000000
 -239.650000,    0.000000,    0.032198,    0.000000,    0.000000
 -239.600000,    0.000000,    0.032353,    0.000000,    0.000000
 -239.550000,    0.000000,    0.032521,    0.000000,    0.000000
 -239.500000,    0.000000,    0.032702,    0.000000,    0.000000
 -239.450000,    0.000000,    0.032896,    0.000000,    0.000000
 -239.400000,    0.000000,    0.033100,    0.000000,    0.000000
 -239.350000,    0.000000,    0.033314,    0.000000,    0.000000
 -239.300000,    0.000000,    0.033532,    0.000000,    0.000000
 -239.250000,    0.000000,    0.033753,    0.000000,    0.000000
 -239.200000,    0.000000,    0.033971,    0.000000,    0.000000
 -239.150000,    0.000000,    0.034185,    0.000000,    0.000000
 -239.100000,    0.000000,    0.034392,    0.000000,    0.000000
 -239.050000,    0.000000,    0.034594,    0.000000,    0.000000
 -239.000000,    0.000000,    0.034789,    0.000000,    0.000000
 -238.950000,    0.000000,    0.034979,    0.000000,    0.000000
 -238.900000,    0.000000,    0.035165,    0.000000,    0.000000
 -238.850000,    0.000000,    0.035345,    0.000000,    0.000000
 -238.800000,    0.000000,    0.035520,    0.000000,    0.000000
 -238.750000,    0.000000,    0.035688,    0.000000,    0.000000
 -238.700000,    0.000000,    0.035851,    0.000000,    0.000000
 -238.650000,    0.000000,    0.036007,    0.000000,    0.000000
 -238.600000,    0.000000,    0.036159,    0.000000,    0.000000
 -238.550000,    0.000000,    0.036305,    0.000000,    0.000000
 -238.500000,    0.000000,    0.036446,    0.000000,    0.000000
 -238.450000,    0.000000,    0.036583,    0.000000,    0.000000
 -238.400000,    0.000000,    0.036714,    0.000000,    0.000000
 -238.350000,    0.000000,    0.036837,    0.000000,    0.000000
 -238.300000,    0.000000,    0.036951,    0.000000,    0.000000
 -238.250000,    0.000000,    0.037052,    0.000000,    0.000000
 -238.200000,    0.000000,    0.037139,    0.000000,    0.000000
 -238.150000,    0.000000,    0.037209,    0.000000,    0.000000
 -238.100000,    0.000000,    0.037261,    0.000000,    0.000000
 -238.050000,    0.000000,    0.037293,    0.000000,    0.000000
 -238.000000,    0.000000,    0.037305,    0.000000,    0.000000
 -237.950000,    0.000000,    0.037297,    0.000000,    0.000000
 -237.900000,    0.000000,    0.037267,    0.000000,    0.000000
 -237.850000,    0.000000,    0.037218,    0.000000,    0.000000
 -237.800000,    0.000000,    0.037148,    0.000000,    0.000000
 -237.750000,    0.000000,    0.037059,    0.000000,    0.000000
 -237.700000,    0.000000,    0.036950,    0.000000,    0.000000
 -237.650000,    0.000000,    0.036823,    0.000000,    0.000000
 -237.600000,    0.000000,    0.036681,    0.000000,    0.000000
 -237.550000,    0.000000,    0.036525,    0.000000,    0.000000
 -237.500000,    0.000000,    0.036359,    0.000000,    0.000000
 -237.450000,    0.000000,    0.036184,    0.000000,    0.000000
 -237.400000,    0.000000,    0.036005,    0.000000,    0.000000
 -237.350000,    0.000000,    0.035824,    0.000000,    0.000000
 -237.300000,    0.000000,    0.035645,    0.000000,    0.000000
 -237.250000,    0.000000,    0.035472,    0.000000,    0.000000
 -237.200000,    0.000000,    0.035309,    0.000000,    0.000000
 -237.150000,    0.000000,    0.035159,    0.000000,    0.000000
 -237.100000,    0.000000,    0.035024,    0.000000,    0.000000
 -237.050000,    0.000000,    0.034905,    0.000000,    0.000000
 -237.000000,    0.000000,    0.034802,    0.000000,    0.000000
 -236.950000,    0.000000,    0.034713,    0.000000,    0.000000
 -236.900000,    0.000000,    0.034635,    0.000000,    0.000000
 -236.850000,    0.000000,    0.034568,    0.000000,    0.000000
 -236.800000,    0.000000,    0.034509,    0.000000,    0.000000
 -236.750000,    0.000000,    0.034456,    0.000000,    0.000000
 -236.700000,    0.000000,    0.034409,    0.000000,    0.000000
 -236.650000,    0.000000,    0.034368,    0.000000,    0.000000
 -236.600000,    0.000000,    0.034331,    0.000000,    0.000000
 -236.550000,    0.000000,    0.034299,    0.000000,    0.000000
 -236.500000,    0.000000,    0.034270,    0.000000,    0.000000
 -236.450000,    0.000000,    0.034243,    0.000000,    0.000000
 -236.400000,    0.000000,    0.034219,    0.000000,    0.000000
 -236.350000,    0.000000,    0.034198,    0.000000,    0.000000
 -236.300000,    0.000000,    0.034181,    0.000000,    0.000000
 -236.250000,    0.000000,    0.034169,    0.000000,    0.000000
 -236.200000,    0.000000,    0.034165,    0.000000,    0.000000
 -236.150000,    0.000000,    0.034169,    0.000000,    0.000000
 -236.100000,    0.000000,    0.034183,    0.000000,    0.000000
 -236.050000,    0.000000,    0.034206,    0.000000,    0.000000
 -236.000000,    0.000000,    0.034237,    0.000000,    0.000000
 -235.950000,    0.000000,    0.034276,    0.000000,    0.000000
 -235.900000,    0.000000,    0.034320,    0.000000,    0.000000
 -235.850000,    0.000000,    0.034368,    0.000000,    0.000000
 -235.800000,    0.000000,    0.034420,    0.000000,    0.000000
 -235.750000,    0.000000,    0.034473,    0.000000,    0.000000
 -235.700000,    0.000000,    0.034529,    0.000000,    0.000000
 -235.650000,    0.000000,    0.034586,    0.000000,    0.000000
 -235.600000,    0.000000,    0.034645,    0.000000,    0.000000
 -235.550000,    0.000000,    0.034706,    0.000000,    0.000000
 -235.500000,    0.000000,    0.034769,    0.000000,    0.000000
 -235.450000,    0.000000,    0.034833,    0.000000,    0.000000
 -235.400000,    0.000000,    0.034898,    0.000000,    0.000000
 -235.350000,    0.000000,    0.034961,    0.000000,    0.000000
 -235.300000,    0.000000,    0.035023,    0.000000,    0.000000
 -235.250000,    0.000000,    0.035080,    0.000000,    0.000000
 -235.200000,    0.000000,    0.035132,    0.000000,    0.000000
 -235.150000,    0.000000,    0.035177,    0.000000,    0.000000
 -235.100000,    0.000000,    0.035214,    0.000000,    0.000000
 -235.050000,    0.000000,    0.035243,    0.000000,    0.000000
 -235.000000,    0.000000,    0.035264,    0.000000,    0.000000
 -234.950000,    0.000000,    0.035276,    0.000000,    0.000000
 -234.900000,    0.000000,    0.035280,    0.000000,    0.000000
 -234.850000,    0.000000,    0.035275,    0.000000,    0.000000
 -234.800000,    0.000000,    0.035261,    0.000000,    0.000000
 -234.750000,    0.000000,    0.035239,    0.000000,    0.000000
 -234.700000,    0.000000,    0.035209,    0.000000,    0.000000
 -234.650000,    0.000000,    0.035172,    0.000000,    0.000000
 -234.600000,    0.000000,    0.035131,    0.000000,    0.000000
 -234.550000,    0.000000,    0.035086,    0.000000,    0.000000
 -234.500000,    0.000000,    0.035042,    0.000000,    0.000000
 -234.450000,    0.000000,    0.034999,    0.000000,    0.000000
 -234.400000,    0.000000,    0.034958,    0.000000,    0.000000
 -234.350000,    0.000000,    0.034920,    0.000000,    0.000000
 -234.300000,    0.000000,    0.034886,    0.000000,    0.000000
 -234.250000,    0.000000,    0.034854,    0.000000,    0.000000
 -234.200000,    0.000000,    0.034825,    0.000000,    0.000000
 -234.150000,    0.000000,    0.034797,    0.000000,    0.000000
 -234.100000,    0.000000,    0.034772,    0.000000,    0.000000
 -234.050000,    0.000000,    0.034746,    0.000000,    0.000000
 -234.000000,    0.000000,    0.034721,    0.000000,    0.000000
 -233.950000,    0.000000,    0.034695,    0.000000,    0.000000
 -233.900000,    0.000000,    0.034668,    0.000000,    0.000000
 -233.850000,    0.000000,    0.034640,    0.000000,    0.000000
 -233.800000,    0.000000,    0.034613,    0.000000,    0.000000
 -233.750000,    0.000000,    0.034586,    0.000000,    0.000000
 -233.700000,    0.000000,    0.034558,    0.000000,    0.000000
 -233.650000,    0.000000,    0.034530,    0.000000,    0.000000
 -233.600000,    0.000000,    0.034500,    0.000000,    0.000000
 -233.550000,    0.000000,    0.034467,    0.000000,    0.000000
 -233.500000,    0.000000,    0.034430,    0.000000,    0.000000
 -233.450000,    0.000000,    0.034389,    0.000000,    0.000000
 -233.400000,    0.000000,    0.034344,    0.000000,    0.000000
 -233.350000,    0.000000,    0.034298,    0.000000,    0.000000
 -233.300000,    0.000000,    0.034254,    0.000000,    0.000000
 -233.250000,    0.000000,    0.034215,    0.000000,    0.000000
 -233.200000,    0.000000,    0.034182,    0.000000,    0.000000
