Temps (ms),Déplacement (mm) obtenu par intégration,Effort (kN),Energie (J),Vitesse (m/s) obtenue par intégration
ms ,mm1,kN ,J  ,ms1
            ,BUT 180,BUT 180,BUT 180,BUT 180
   95.500000, -207.318171,    0.012957,  159.880859,   -4.271339
   95.550000, -207.531741,    0.012952,  159.878092,   -4.271483
   95.600000, -207.745319,    0.012944,  159.875327,   -4.271627
   95.650000, -207.958904,    0.012936,  159.872563,   -4.271771
   95.700000, -208.172496,    0.012926,  159.869801,   -4.271915
   95.750000, -208.386095,    0.012913,  159.867042,   -4.272058
   95.800000, -208.599702,    0.012896,  159.864285,   -4.272202
   95.850000, -208.813315,    0.012873,  159.861533,   -4.272345
   95.900000, -209.026936,    0.012844,  159.858786,   -4.272488
   95.950000, -209.240564,    0.012808,  159.856046,   -4.272630
   96.000000, -209.454199,    0.012764,  159.853314,   -4.272772
   96.050000, -209.667841,    0.012713,  159.850593,   -4.272914
   96.100000, -209.881491,    0.012652,  159.847883,   -4.273055
   96.150000, -210.095147,    0.012584,  159.845187,   -4.273195
   96.200000, -210.308810,    0.012506,  159.842507,   -4.273334
   96.250000, -210.522480,    0.012419,  159.839844,   -4.273473
   96.300000, -210.736157,    0.012323,  159.837201,   -4.273610
   96.350000, -210.949841,    0.012218,  159.834579,   -4.273747
   96.400000, -211.163532,    0.012106,  159.831980,   -4.273882
   96.450000, -211.377229,    0.011988,  159.829405,   -4.274016
   96.500000, -211.590934,    0.011865,  159.826857,   -4.274148
   96.550000, -211.804644,    0.011739,  159.824334,   -4.274279
   96.600000, -212.018361,    0.011613,  159.821839,   -4.274409
   96.650000, -212.232085,    0.011486,  159.819371,   -4.274537
   96.700000, -212.445815,    0.011362,  159.816929,   -4.274664
   96.750000, -212.659551,    0.011241,  159.814513,   -4.274790
   96.800000, -212.873294,    0.011124,  159.812123,   -4.274914
   96.850000, -213.087043,    0.011014,  159.809757,   -4.275037
   96.900000, -213.300798,    0.010911,  159.807414,   -4.275159
   96.950000, -213.514559,    0.010820,  159.805091,   -4.275280
   97.000000, -213.728326,    0.010742,  159.802786,   -4.275399
   97.050000, -213.942099,    0.010680,  159.800497,   -4.275518
   97.100000, -214.155877,    0.010635,  159.798218,   -4.275637
   97.150000, -214.369662,    0.010609,  159.795948,   -4.275755
   97.200000, -214.583453,    0.010603,  159.793680,   -4.275873
   97.250000, -214.797249,    0.010617,  159.791412,   -4.275991
   97.300000, -215.011052,    0.010652,  159.789138,   -4.276109
   97.350000, -215.224860,    0.010709,  159.786854,   -4.276227
   97.400000, -215.438675,    0.010786,  159.784557,   -4.276347
   97.450000, -215.652495,    0.010883,  159.782240,   -4.276467
   97.500000, -215.866321,    0.010997,  159.779901,   -4.276589
   97.550000, -216.080154,    0.011124,  159.777536,   -4.276712
   97.600000, -216.293993,    0.011263,  159.775142,   -4.276836
   97.650000, -216.507838,    0.011409,  159.772718,   -4.276962
   97.700000, -216.721689,    0.011561,  159.770262,   -4.277090
   97.750000, -216.935547,    0.011715,  159.767773,   -4.277219
   97.800000, -217.149411,    0.011871,  159.765251,   -4.277350
   97.850000, -217.363282,    0.012027,  159.762695,   -4.277483
   97.900000, -217.577159,    0.012179,  159.760107,   -4.277617
   97.950000, -217.791043,    0.012326,  159.757486,   -4.277753
   98.000000, -218.004934,    0.012465,  159.754835,   -4.277891
   98.050000, -218.218833,    0.012593,  159.752155,   -4.278030
   98.100000, -218.432738,    0.012709,  159.749449,   -4.278171
   98.150000, -218.646650,    0.012810,  159.746719,   -4.278313
   98.200000, -218.860569,    0.012897,  159.743970,   -4.278455
   98.250000, -219.074495,    0.012968,  159.741203,   -4.278599
   98.300000, -219.288429,    0.013022,  159.738423,   -4.278743
   98.350000, -219.502370,    0.013059,  159.735633,   -4.278888
   98.400000, -219.716318,    0.013080,  159.732837,   -4.279034
   98.450000, -219.930273,    0.013085,  159.730038,   -4.279179
   98.500000, -220.144235,    0.013075,  159.727239,   -4.279324
   98.550000, -220.358205,    0.013052,  159.724444,   -4.279469
   98.600000, -220.572182,    0.013019,  159.721655,   -4.279614
   98.650000, -220.786167,    0.012977,  159.718874,   -4.279759
   98.700000, -221.000158,    0.012929,  159.716102,   -4.279903
   98.750000, -221.214157,    0.012878,  159.713340,   -4.280046
   98.800000, -221.428163,    0.012827,  159.710590,   -4.280189
   98.850000, -221.642176,    0.012779,  159.707850,   -4.280331
   98.900000, -221.856196,    0.012735,  159.705120,   -4.280473
   98.950000, -222.070223,    0.012698,  159.702398,   -4.280614
   99.000000, -222.284257,    0.012671,  159.699683,   -4.280755
   99.050000, -222.498299,    0.012655,  159.696973,   -4.280896
   99.100000, -222.712347,    0.012650,  159.694264,   -4.281036
   99.150000, -222.926402,    0.012658,  159.691556,   -4.281177
   99.200000, -223.140465,    0.012679,  159.688844,   -4.281318
   99.250000, -223.354534,    0.012713,  159.686126,   -4.281459
   99.300000, -223.568610,    0.012760,  159.683399,   -4.281600
   99.350000, -223.782694,    0.012818,  159.680662,   -4.281742
   99.400000, -223.996785,    0.012886,  159.677910,   -4.281885
   99.450000, -224.210883,    0.012964,  159.675143,   -4.282029
   99.500000, -224.424988,    0.013049,  159.672358,   -4.282173
   99.550000, -224.639100,    0.013140,  159.669554,   -4.282319
   99.600000, -224.853219,    0.013235,  159.666731,   -4.282465
   99.650000, -225.067346,    0.013335,  159.663886,   -4.282613
   99.700000, -225.281481,    0.013438,  159.661019,   -4.282762
   99.750000, -225.495623,    0.013544,  159.658130,   -4.282912
   99.800000, -225.709772,    0.013653,  159.655218,   -4.283063
   99.850000, -225.923929,    0.013765,  159.652282,   -4.283215
   99.900000, -226.138093,    0.013879,  159.649322,   -4.283369
   99.950000, -226.352266,    0.013997,  159.646337,   -4.283523
  100.000000, -226.566446,    0.014118,  159.643326,   -4.283680
  100.050000, -226.780634,    0.014243,  159.640289,   -4.283837
  100.100000, -226.994830,    0.014373,  159.637224,   -4.283996
  100.150000, -227.209033,    0.014507,  159.634131,   -4.284157
  100.200000, -227.423245,    0.014644,  159.631009,   -4.284318
  100.250000, -227.637465,    0.014782,  159.627857,   -4.284482
  100.300000, -227.851694,    0.014920,  159.624676,   -4.284647
  100.350000, -228.065930,    0.015054,  159.621465,   -4.284814
  100.400000, -228.280175,    0.015183,  159.618226,   -4.284981
  100.450000, -228.494428,    0.015304,  159.614960,   -4.285151
  100.500000, -228.708690,    0.015415,  159.611669,   -4.285322
  100.550000, -228.922960,    0.015514,  159.608355,   -4.285493
  100.600000, -229.137239,    0.015598,  159.605022,   -4.285666
  100.650000, -229.351527,    0.015666,  159.601672,   -4.285840
  100.700000, -229.565823,    0.015714,  159.598310,   -4.286014
  100.750000, -229.780128,    0.015743,  159.594939,   -4.286189
  100.800000, -229.994442,    0.015749,  159.591565,   -4.286364
  100.850000, -230.208765,    0.015733,  159.588191,   -4.286539
  100.900000, -230.423096,    0.015693,  159.584823,   -4.286713
  100.950000, -230.637436,    0.015629,  159.581466,   -4.286887
  101.000000, -230.851785,    0.015541,  159.578126,   -4.287061
  101.050000, -231.066142,    0.015430,  159.574806,   -4.287233
  101.100000, -231.280508,    0.015295,  159.571513,   -4.287403
  101.150000, -231.494883,    0.015139,  159.568251,   -4.287572
  101.200000, -231.709265,    0.014962,  159.565025,   -4.287740
  101.250000, -231.923656,    0.014768,  159.561838,   -4.287905
  101.300000, -232.138056,    0.014556,  159.558694,   -4.288068
  101.350000, -232.352463,    0.014330,  159.555597,   -4.288228
  101.400000, -232.566879,    0.014091,  159.552550,   -4.288386
  101.450000, -232.781302,    0.013842,  159.549556,   -4.288541
  101.500000, -232.995733,    0.013587,  159.546615,   -4.288694
  101.550000, -233.210171,    0.013332,  159.543729,   -4.288843
  101.600000, -233.424617,    0.013081,  159.540897,   -4.288990
  101.650000, -233.639070,    0.012839,  159.538117,   -4.289134
  101.700000, -233.853530,    0.012610,  159.535388,   -4.289275
  101.750000, -234.067997,    0.012398,  159.532707,   -4.289414
  101.800000, -234.282472,    0.012204,  159.530069,   -4.289551
  101.850000, -234.496952,    0.012032,  159.527469,   -4.289686
  101.900000, -234.711440,    0.011880,  159.524905,   -4.289818
  101.950000, -234.925934,    0.011750,  159.522371,   -4.289950
  102.000000, -235.140435,    0.011642,  159.519862,   -4.290080
  102.050000, -235.354942,    0.011556,  159.517374,   -4.290209
  102.100000, -235.569456,    0.011490,  159.514902,   -4.290337
  102.150000, -235.783976,    0.011443,  159.512442,   -4.290464
  102.200000, -235.998502,    0.011412,  159.509991,   -4.290591
  102.250000, -236.213035,    0.011396,  159.507544,   -4.290718
  102.300000, -236.427574,    0.011390,  159.505100,   -4.290844
  102.350000, -236.642119,    0.011393,  159.502656,   -4.290971
  102.400000, -236.856671,    0.011401,  159.500211,   -4.291097
  102.450000, -237.071229,    0.011411,  159.497764,   -4.291224
  102.500000, -237.285793,    0.011421,  159.495314,   -4.291351
  102.550000, -237.500364,    0.011427,  159.492863,   -4.291478
  102.600000, -237.714941,    0.011427,  159.490411,   -4.291605
  102.650000, -237.929525,    0.011419,  159.487960,   -4.291732
  102.700000, -238.144114,    0.011400,  159.485512,   -4.291859
  102.750000, -238.358711,    0.011371,  159.483068,   -4.291985
  102.800000, -238.573313,    0.011332,  159.480632,   -4.292111
  102.850000, -238.787922,    0.011284,  159.478205,   -4.292237
  102.900000, -239.002537,    0.011228,  159.475790,   -4.292362
  102.950000, -239.217158,    0.011166,  159.473386,   -4.292486
  103.000000, -239.431785,    0.011098,  159.470997,   -4.292610
  103.050000, -239.646419,    0.011027,  159.468623,   -4.292733
  103.100000, -239.861059,    0.010953,  159.466264,   -4.292855
  103.150000, -240.075704,    0.010878,  159.463921,   -4.292976
  103.200000, -240.290356,    0.010801,  159.461594,   -4.293097
  103.250000, -240.505014,    0.010722,  159.459284,   -4.293216
  103.300000, -240.719678,    0.010644,  159.456991,   -4.293335
  103.350000, -240.934347,    0.010566,  159.454714,   -4.293453
  103.400000, -241.149023,    0.010488,  159.452454,   -4.293570
  103.450000, -241.363704,    0.010411,  159.450211,   -4.293686
  103.500000, -241.578392,    0.010335,  159.447984,   -4.293801
  103.550000, -241.793085,    0.010262,  159.445773,   -4.293916
  103.600000, -242.007783,    0.010192,  159.443577,   -4.294029
  103.650000, -242.222487,    0.010126,  159.441396,   -4.294142
  103.700000, -242.437197,    0.010065,  159.439229,   -4.294254
  103.750000, -242.651913,    0.010012,  159.437073,   -4.294366
  103.800000, -242.866634,    0.009967,  159.434928,   -4.294477
  103.850000, -243.081361,    0.009930,  159.432792,   -4.294587
  103.900000, -243.296093,    0.009903,  159.430663,   -4.294698
  103.950000, -243.510830,    0.009885,  159.428538,   -4.294808
  104.000000, -243.725573,    0.009876,  159.426416,   -4.294917
  104.050000, -243.940322,    0.009877,  159.424295,   -4.295027
  104.100000, -244.155076,    0.009887,  159.422173,   -4.295137
  104.150000, -244.369836,    0.009906,  159.420048,   -4.295247
  104.200000, -244.584601,    0.009936,  159.417917,   -4.295357
  104.250000, -244.799371,    0.009975,  159.415779,   -4.295468
  104.300000, -245.014148,    0.010023,  159.413631,   -4.295579
  104.350000, -245.228929,    0.010078,  159.411473,   -4.295690
  104.400000, -245.443717,    0.010137,  159.409302,   -4.295803
  104.450000, -245.658510,    0.010199,  159.407118,   -4.295916
  104.500000, -245.873308,    0.010261,  159.404920,   -4.296029
  104.550000, -246.088113,    0.010321,  159.402710,   -4.296144
  104.600000, -246.302923,    0.010378,  159.400486,   -4.296259
  104.650000, -246.517738,    0.010429,  159.398252,   -4.296374
  104.700000, -246.732560,    0.010473,  159.396007,   -4.296490
  104.750000, -246.947388,    0.010511,  159.393753,   -4.296607
  104.800000, -247.162221,    0.010542,  159.391491,   -4.296724
  104.850000, -247.377060,    0.010567,  159.389224,   -4.296841
  104.900000, -247.591905,    0.010587,  159.386951,   -4.296959
  104.950000, -247.806756,    0.010603,  159.384675,   -4.297077
  105.000000, -248.021613,    0.010618,  159.382395,   -4.297194
  105.050000, -248.236475,    0.010632,  159.380112,   -4.297312
  105.100000, -248.451344,    0.010646,  159.377826,   -4.297431
  105.150000, -248.666218,    0.010659,  159.375537,   -4.297549
  105.200000, -248.881099,    0.010671,  159.373246,   -4.297668
  105.250000, -249.095985,    0.010679,  159.370952,   -4.297786
  105.300000, -249.310877,    0.010682,  159.368657,   -4.297905
  105.350000, -249.525776,    0.010678,  159.366361,   -4.298024
  105.400000, -249.740680,    0.010665,  159.364068,   -4.298142
  105.450000, -249.955590,    0.010641,  159.361779,   -4.298260
  105.500000, -250.170506,    0.010606,  159.359496,   -4.298378
  105.550000, -250.385428,    0.010559,  159.357221,   -4.298496
  105.600000, -250.600355,    0.010502,  159.354958,   -4.298613
  105.650000, -250.815289,    0.010436,  159.352708,   -4.298729
  105.700000, -251.030228,    0.010361,  159.350473,   -4.298845
  105.750000, -251.245173,    0.010279,  159.348254,   -4.298960
  105.800000, -251.460124,    0.010191,  159.346054,   -4.299073
  105.850000, -251.675081,    0.010097,  159.343874,   -4.299186
  105.900000, -251.890043,    0.009997,  159.341714,   -4.299298
  105.950000, -252.105010,    0.009890,  159.339577,   -4.299408
  106.000000, -252.319984,    0.009777,  159.337463,   -4.299517
  106.050000, -252.534962,    0.009658,  159.335374,   -4.299625
  106.100000, -252.749946,    0.009533,  159.333311,   -4.299732
  106.150000, -252.964935,    0.009403,  159.331275,   -4.299837
  106.200000, -253.179930,    0.009270,  159.329268,   -4.299941
  106.250000, -253.394929,    0.009135,  159.327289,   -4.300043
  106.300000, -253.609934,    0.009001,  159.325340,   -4.300144
  106.350000, -253.824944,    0.008868,  159.323419,   -4.300243
  106.400000, -254.039958,    0.008739,  159.321526,   -4.300341
  106.450000, -254.254978,    0.008614,  159.319660,   -4.300437
  106.500000, -254.470002,    0.008496,  159.317821,   -4.300532
  106.550000, -254.685031,    0.008384,  159.316006,   -4.300626
  106.600000, -254.900065,    0.008280,  159.314214,   -4.300719
  106.650000, -255.115103,    0.008184,  159.312444,   -4.300810
  106.700000, -255.330146,    0.008098,  159.310693,   -4.300901
  106.750000, -255.545193,    0.008020,  159.308960,   -4.300990
  106.800000, -255.760245,    0.007952,  159.307243,   -4.301079
  106.850000, -255.975301,    0.007894,  159.305539,   -4.301167
  106.900000, -256.190361,    0.007845,  159.303847,   -4.301255
  106.950000, -256.405426,    0.007805,  159.302164,   -4.301341
  107.000000, -256.620495,    0.007773,  159.300489,   -4.301428
  107.050000, -256.835569,    0.007750,  159.298819,   -4.301514
  107.100000, -257.050647,    0.007735,  159.297154,   -4.301600
  107.150000, -257.265729,    0.007727,  159.295491,   -4.301686
  107.200000, -257.480816,    0.007727,  159.293829,   -4.301772
  107.250000, -257.695906,    0.007735,  159.292166,   -4.301858
  107.300000, -257.911001,    0.007752,  159.290501,   -4.301944
  107.350000, -258.126101,    0.007779,  159.288830,   -4.302030
  107.400000, -258.341204,    0.007816,  159.287153,   -4.302117
  107.450000, -258.556312,    0.007863,  159.285467,   -4.302204
  107.500000, -258.771425,    0.007922,  159.283769,   -4.302292
  107.550000, -258.986542,    0.007992,  159.282057,   -4.302380
  107.600000, -259.201663,    0.008072,  159.280329,   -4.302469
  107.650000, -259.416789,    0.008161,  159.278583,   -4.302560
  107.700000, -259.631919,    0.008257,  159.276817,   -4.302651
  107.750000, -259.847054,    0.008358,  159.275030,   -4.302743
  107.800000, -260.062193,    0.008463,  159.273221,   -4.302836
  107.850000, -260.277337,    0.008567,  159.271389,   -4.302931
  107.900000, -260.492486,    0.008668,  159.269535,   -4.303027
  107.950000, -260.707640,    0.008766,  159.267659,   -4.303124
  108.000000, -260.922799,    0.008857,  159.265763,   -4.303222
  108.050000, -261.137962,    0.008943,  159.263848,   -4.303321
  108.100000, -261.353131,    0.009025,  159.261915,   -4.303420
  108.150000, -261.568304,    0.009102,  159.259965,   -4.303521
  108.200000, -261.783483,    0.009176,  159.257999,   -4.303623
  108.250000, -261.998667,    0.009246,  159.256017,   -4.303725
  108.300000, -262.213855,    0.009312,  159.254020,   -4.303828
  108.350000, -262.429049,    0.009374,  159.252009,   -4.303932
  108.400000, -262.644249,    0.009429,  159.249986,   -4.304036
  108.450000, -262.859453,    0.009477,  159.247952,   -4.304141
  108.500000, -263.074663,    0.009518,  159.245908,   -4.304247
  108.550000, -263.289878,    0.009549,  159.243856,   -4.304353
  108.600000, -263.505098,    0.009573,  159.241798,   -4.304459
  108.650000, -263.720324,    0.009590,  159.239736,   -4.304565
  108.700000, -263.935555,    0.009599,  159.237671,   -4.304672
  108.750000, -264.150791,    0.009603,  159.235605,   -4.304779
  108.800000, -264.366032,    0.009602,  159.233538,   -4.304885
  108.850000, -264.581279,    0.009598,  159.231471,   -4.304992
  108.900000, -264.796532,    0.009591,  159.229406,   -4.305099
  108.950000, -265.011789,    0.009584,  159.227342,   -4.305205
  109.000000, -265.227052,    0.009578,  159.225280,   -4.305312
  109.050000, -265.442320,    0.009573,  159.223218,   -4.305418
  109.100000, -265.657594,    0.009571,  159.221158,   -4.305524
  109.150000, -265.872873,    0.009571,  159.219097,   -4.305631
  109.200000, -266.088157,    0.009574,  159.217037,   -4.305737
  109.250000, -266.303447,    0.009578,  159.214975,   -4.305844
  109.300000, -266.518741,    0.009585,  159.212912,   -4.305950
  109.350000, -266.734042,    0.009592,  159.210848,   -4.306057
  109.400000, -266.949347,    0.009598,  159.208782,   -4.306163
  109.450000, -267.164658,    0.009603,  159.206715,   -4.306270
  109.500000, -267.379974,    0.009604,  159.204647,   -4.306377
  109.550000, -267.595296,    0.009601,  159.202580,   -4.306483
  109.600000, -267.810622,    0.009596,  159.200513,   -4.306590
  109.650000, -268.025955,    0.009587,  159.198447,   -4.306696
  109.700000, -268.241292,    0.009578,  159.196384,   -4.306803
  109.750000, -268.456635,    0.009568,  159.194323,   -4.306909
  109.800000, -268.671983,    0.009561,  159.192263,   -4.307016
  109.850000, -268.887336,    0.009558,  159.190204,   -4.307122
  109.900000, -269.102695,    0.009559,  159.188146,   -4.307228
  109.950000, -269.318059,    0.009567,  159.186086,   -4.307334
  110.000000, -269.533429,    0.009581,  159.184024,   -4.307441
  110.050000, -269.748803,    0.009602,  159.181958,   -4.307547
  110.100000, -269.964183,    0.009628,  159.179887,   -4.307654
  110.150000, -270.179569,    0.009658,  159.177810,   -4.307761
  110.200000, -270.394959,    0.009689,  159.175727,   -4.307869
  110.250000, -270.610356,    0.009716,  159.173637,   -4.307976
  110.300000, -270.825757,    0.009738,  159.171542,   -4.308085
  110.350000, -271.041164,    0.009750,  159.169443,   -4.308193
  110.400000, -271.256576,    0.009749,  159.167343,   -4.308301
  110.450000, -271.471994,    0.009735,  159.165244,   -4.308409
  110.500000, -271.687417,    0.009704,  159.163151,   -4.308517
  110.550000, -271.902846,    0.009658,  159.161065,   -4.308625
  110.600000, -272.118280,    0.009596,  159.158991,   -4.308732
  110.650000, -272.333719,    0.009519,  159.156932,   -4.308838
  110.700000, -272.549164,    0.009428,  159.154891,   -4.308943
  110.750000, -272.764613,    0.009326,  159.152870,   -4.309048
  110.800000, -272.980068,    0.009216,  159.150873,   -4.309151
  110.850000, -273.195528,    0.009099,  159.148900,   -4.309252
  110.900000, -273.410993,    0.008977,  159.146953,   -4.309353
  110.950000, -273.626464,    0.008852,  159.145032,   -4.309452
  111.000000, -273.841939,    0.008726,  159.143138,   -4.309549
  111.050000, -274.057418,    0.008601,  159.141271,   -4.309646
  111.100000, -274.272903,    0.008479,  159.139431,   -4.309741
  111.150000, -274.488393,    0.008362,  159.137616,   -4.309834
  111.200000, -274.703887,    0.008253,  159.135826,   -4.309926
  111.250000, -274.919385,    0.008154,  159.134058,   -4.310018
  111.300000, -275.134888,    0.008068,  159.132310,   -4.310108
  111.350000, -275.350396,    0.007997,  159.130579,   -4.310197
  111.400000, -275.565908,    0.007943,  159.128862,   -4.310286
  111.450000, -275.781424,    0.007906,  159.127154,   -4.310374
  111.500000, -275.996945,    0.007887,  159.125452,   -4.310461
  111.550000, -276.212471,    0.007886,  159.123752,   -4.310549
  111.600000, -276.428000,    0.007901,  159.122051,   -4.310637
  111.650000, -276.643534,    0.007932,  159.120345,   -4.310725
  111.700000, -276.859073,    0.007978,  159.118631,   -4.310813
  111.750000, -277.074616,    0.008037,  159.116905,   -4.310902
  111.800000, -277.290163,    0.008109,  159.115164,   -4.310992
  111.850000, -277.505715,    0.008192,  159.113408,   -4.311082
  111.900000, -277.721271,    0.008283,  159.111632,   -4.311174
  111.950000, -277.936832,    0.008379,  159.109836,   -4.311266
  112.000000, -278.152398,    0.008477,  159.108019,   -4.311360
  112.050000, -278.367968,    0.008573,  159.106181,   -4.311455
  112.100000, -278.583543,    0.008664,  159.104323,   -4.311550
  112.150000, -278.799123,    0.008747,  159.102447,   -4.311647
  112.200000, -279.014708,    0.008821,  159.100553,   -4.311745
  112.250000, -279.230298,    0.008884,  159.098645,   -4.311843
  112.300000, -279.445892,    0.008937,  159.096724,   -4.311942
  112.350000, -279.661492,    0.008977,  159.094793,   -4.312042
  112.400000, -279.877097,    0.009006,  159.092854,   -4.312142
  112.450000, -280.092706,    0.009023,  159.090910,   -4.312242
  112.500000, -280.308321,    0.009029,  159.088964,   -4.312342
  112.550000, -280.523940,    0.009024,  159.087018,   -4.312442
  112.600000, -280.739565,    0.009010,  159.085074,   -4.312542
  112.650000, -280.955195,    0.008988,  159.083133,   -4.312642
  112.700000, -281.170829,    0.008959,  159.081198,   -4.312742
  112.750000, -281.386469,    0.008923,  159.079270,   -4.312842
  112.800000, -281.602113,    0.008882,  159.077350,   -4.312940
  112.850000, -281.817763,    0.008837,  159.075440,   -4.313039
  112.900000, -282.033417,    0.008790,  159.073539,   -4.313137
  112.950000, -282.249076,    0.008743,  159.071649,   -4.313234
  113.000000, -282.464741,    0.008698,  159.069768,   -4.313331
  113.050000, -282.680410,    0.008656,  159.067896,   -4.313428
  113.100000, -282.896083,    0.008619,  159.066033,   -4.313524
  113.150000, -283.111762,    0.008587,  159.064178,   -4.313619
  113.200000, -283.327445,    0.008558,  159.062329,   -4.313714
  113.250000, -283.543133,    0.008532,  159.060486,   -4.313809
  113.300000, -283.758826,    0.008507,  159.058649,   -4.313904
  113.350000, -283.974524,    0.008481,  159.056816,   -4.313998
  113.400000, -284.190226,    0.008453,  159.054990,   -4.314092
  113.450000, -284.405933,    0.008422,  159.053170,   -4.314186
  113.500000, -284.621645,    0.008386,  159.051357,   -4.314280
  113.550000, -284.837361,    0.008345,  159.049553,   -4.314372
  113.600000, -285.053082,    0.008298,  159.047757,   -4.314465
  113.650000, -285.268807,    0.008245,  159.045973,   -4.314557
  113.700000, -285.484538,    0.008187,  159.044201,   -4.314648
  113.750000, -285.700272,    0.008123,  159.042441,   -4.314739
  113.800000, -285.916011,    0.008056,  159.040696,   -4.314829
  113.850000, -286.131755,    0.007987,  159.038965,   -4.314918
  113.900000, -286.347503,    0.007916,  159.037250,   -4.315006
  113.950000, -286.563256,    0.007844,  159.035550,   -4.315094
  114.000000, -286.779012,    0.007773,  159.033865,   -4.315180
  114.050000, -286.994774,    0.007705,  159.032195,   -4.315266
  114.100000, -287.210539,    0.007640,  159.030540,   -4.315352
  114.150000, -287.426309,    0.007580,  159.028898,   -4.315436
  114.200000, -287.642083,    0.007526,  159.027268,   -4.315520
  114.250000, -287.857861,    0.007478,  159.025649,   -4.315604
  114.300000, -288.073643,    0.007436,  159.024040,   -4.315686
  114.350000, -288.289429,    0.007400,  159.022440,   -4.315769
  114.400000, -288.505220,    0.007367,  159.020846,   -4.315851
  114.450000, -288.721014,    0.007337,  159.019260,   -4.315933
  114.500000, -288.936813,    0.007308,  159.017680,   -4.316014
  114.550000, -289.152616,    0.007279,  159.016106,   -4.316095
  114.600000, -289.368423,    0.007250,  159.014538,   -4.316176
  114.650000, -289.584233,    0.007220,  159.012976,   -4.316256
  114.700000, -289.800048,    0.007188,  159.011422,   -4.316336
  114.750000, -290.015867,    0.007156,  159.009874,   -4.316416
  114.800000, -290.231690,    0.007124,  159.008333,   -4.316495
  114.850000, -290.447517,    0.007094,  159.006798,   -4.316574
  114.900000, -290.663347,    0.007066,  159.005270,   -4.316653
  114.950000, -290.879182,    0.007041,  159.003748,   -4.316731
  115.000000, -291.095020,    0.007020,  159.002231,   -4.316809
  115.050000, -291.310863,    0.007004,  159.000717,   -4.316887
  115.100000, -291.526709,    0.006992,  158.999207,   -4.316965
  115.150000, -291.742559,    0.006985,  158.997698,   -4.317043
  115.200000, -291.958413,    0.006981,  158.996191,   -4.317120
  115.250000, -292.174271,    0.006980,  158.994684,   -4.317198
  115.300000, -292.390133,    0.006980,  158.993177,   -4.317275
  115.350000, -292.605999,    0.006981,  158.991670,   -4.317353
  115.400000, -292.821868,    0.006983,  158.990163,   -4.317430
  115.450000, -293.037742,    0.006986,  158.988655,   -4.317508
  115.500000, -293.253619,    0.006991,  158.987147,   -4.317586
  115.550000, -293.469500,    0.006998,  158.985637,   -4.317663
  115.600000, -293.685385,    0.007007,  158.984125,   -4.317741
  115.650000, -293.901274,    0.007016,  158.982611,   -4.317819
  115.700000, -294.117167,    0.007026,  158.981095,   -4.317897
  115.750000, -294.333064,    0.007033,  158.979578,   -4.317975
  115.800000, -294.548965,    0.007038,  158.978059,   -4.318053
  115.850000, -294.764870,    0.007041,  158.976539,   -4.318132
  115.900000, -294.980778,    0.007041,  158.975019,   -4.318210
  115.950000, -295.196691,    0.007038,  158.973499,   -4.318288
  116.000000, -295.412607,    0.007034,  158.971980,   -4.318366
  116.050000, -295.628527,    0.007030,  158.970461,   -4.318444
  116.100000, -295.844451,    0.007027,  158.968944,   -4.318522
  116.150000, -296.060379,    0.007026,  158.967427,   -4.318601
  116.200000, -296.276311,    0.007029,  158.965909,   -4.318679
  116.250000, -296.492247,    0.007036,  158.964391,   -4.318757
  116.300000, -296.708187,    0.007049,  158.962870,   -4.318835
  116.350000, -296.924131,    0.007068,  158.961345,   -4.318913
  116.400000, -297.140078,    0.007094,  158.959816,   -4.318992
  116.450000, -297.356030,    0.007125,  158.958281,   -4.319071
  116.500000, -297.571985,    0.007163,  158.956738,   -4.319150
  116.550000, -297.787945,    0.007209,  158.955186,   -4.319230
  116.600000, -298.003909,    0.007265,  158.953623,   -4.319311
  116.650000, -298.219876,    0.007330,  158.952047,   -4.319392
  116.700000, -298.435848,    0.007407,  158.950456,   -4.319474
  116.750000, -298.651823,    0.007494,  158.948847,   -4.319556
  116.800000, -298.867803,    0.007591,  158.947218,   -4.319640
  116.850000, -299.083788,    0.007695,  158.945567,   -4.319725
  116.900000, -299.299776,    0.007804,  158.943893,   -4.319811
  116.950000, -299.515769,    0.007916,  158.942196,   -4.319899
  117.000000, -299.731766,    0.008027,  158.940474,   -4.319987
  117.050000, -299.947767,    0.008136,  158.938728,   -4.320077
  117.100000, -300.163774,    0.008238,  158.936960,   -4.320168
  117.150000, -300.379784,    0.008334,  158.935170,   -4.320260
  117.200000, -300.595800,    0.008421,  158.933360,   -4.320353
  117.250000, -300.811820,    0.008499,  158.931533,   -4.320447
  117.300000, -301.027844,    0.008566,  158.929690,   -4.320542
  117.350000, -301.243874,    0.008624,  158.927833,   -4.320637
  117.400000, -301.459908,    0.008672,  158.925964,   -4.320734
  117.450000, -301.675947,    0.008710,  158.924087,   -4.320830
  117.500000, -301.891991,    0.008738,  158.922202,   -4.320927
  117.550000, -302.108040,    0.008755,  158.920312,   -4.321024
  117.600000, -302.324094,    0.008762,  158.918420,   -4.321122
  117.650000, -302.540152,    0.008761,  158.916527,   -4.321219
  117.700000, -302.756215,    0.008753,  158.914635,   -4.321316
  117.750000, -302.972284,    0.008741,  158.912745,   -4.321413
  117.800000, -303.188357,    0.008729,  158.910858,   -4.321510
  117.850000, -303.404435,    0.008718,  158.908973,   -4.321607
